"ID";"Questao";"Área"
"30";"Uruku
Urucum
Rocou
(Bixa orellana)
Moju, dono da água, não gosta do cheiro de urucum. Mani’ojarã,
dono da mandioca, e os donos das outras plantas cultivadas também
não. Eles não suportam. Por isso, os Wajãpi se untam de urucum,
deixam o rosto vermelho e se perfumam com seu aroma agradável.
Além disso, os seres agressores, os jarã (donos) e os espíritos
terrestres, gostam do cheiro dos fluidos humanos, do sangue, do
suor. Então, o urucum os dissimula, protegendo as pessoas que
vão caçar, caminhar pela floresta, que estão sendo perturbadas
por espíritos em sonhos ou que estão em resguardo, como os
doentes. O seu uso é tão cotidiano que os Wajãpi o plantam na
aldeia, para ter sempre pertinho. Como o urucum não tem jarã,
não tem problema nenhum em arrancar e usar para pintar.
STRAPPAZZON, A. I.; SIGOLO, R. P. Jardins da história: medicinas indígenas.
Recife: ObservaPICS, 2022.
Esse verbete contribui para a preservação do patrimônio
linguístico nacional, pois apresenta uma
A explicação de um rito medicinal do povo Wajãpi.
B definição de um termo na perspectiva ancestral indígena.
C relação de equivalência entre vocábulos de diferentes
línguas indígenas.
D atualização de saberes tradicionais dos povos indígenas brasileiros.
E descrição das propriedades científicas de plantas silvestres.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"31";"MURRAY, R.; KLIGERMAN, E. Teias de afeto e poesia. Disponível em:
https://roseanamurray.com. Acesso em: 5 maio 2024.
Nesse texto, a autora aborda diferentes sentidos da palavra
“rede” para evidenciar
A as formas de comunicação em meios digitais.
B a necessidade de atualização das mídias sociais.
C os conflitos de identidade dos usuários da internet.
D o impacto das tecnologias nas interações humanas.
E os desejos de compartilhar vivências com os amigos.
ENEN2
14 LINGUAGENS, CÓDIG
M2025";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"32";"Muitos pensam que narrativa curta é sinônimo de conto,
perdendo de vista gêneros que, por tradição ruim, continuam à
margem da nobreza. Acontece que o conto tem uma densidade
específica, centrando-se na exemplaridade de um instante da
condição humana, sem que essa exemplaridade se refira à valoração
moral, já que uma grande mazela pode muito bem exemplificar uma
das nossas faces. A crônica não tem essa característica. Conservou a
marca do registro circunstancial feito por narrador-repórter que relata
um fato para muitos leitores que formam um público determinado.
Mas que público é esse? Sendo a crônica uma soma de jornalismo
e literatura (daí a imagem do narrador-repórter), dirige-se a uma
classe que tem preferência pelo jornal em que ela é publicada, o
que significa uma espécie de censura ou, pelo menos, de limitação: a
ideologia do veículo corresponde ao interesse dos seus consumidores,
direcionados pelos proprietários dos periódicos e/ou pelos editores-
-chefes da redação. Ocorre ainda o limite de espaço, uma vez que
a página comporta várias matérias, o que impõe a cada uma delas
um número restrito de laudas, obrigando o redator a explorar, da
maneira mais econômica possível, o pequeno espaço de que dispõe.
É dessa economia que nasce sua riqueza estrutural.
SÁ, J. A crônica. São Paulo: Ática, 1987 (adaptado).
De acordo com esse texto, o aspecto tecnológico que influencia
a composição do gênero crônica advém da
A conexão ideológica.
B densidade temática.
C ênfase no público leitor.
D apresentação de uma moral.
E restrição espacial do suporte.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"33";"Disponível em: www.tjdft.jus.br. Acesso em: 15 out. 2024 (adaptado).
Esse texto trata de um problema social com o propósito de
A divulgar campanha virtual contra casos de feminicídio.
B promover engajamento do setor educacional na luta contra
a violência.
C comparar o impacto da violência na qualidade de vida de
meninas e meninos.
D ressaltar a importância da segurança dos estudantes no
ambiente escolar.
E dar visibilidade a estudos e pesquisas do setor de segurança.
2025
GOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA | CADERNO 1 | AZUL
ENEM";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"34";"Disponível em: https://revistagalileu.globo.com.
Acesso em: 18 jun. 2024 (adaptado).
Com base na relação dos elementos não verbais com a frase
“VOCÊ (NÃO) ESTÁ SOZINHO”, nessa capa de revista, a função
poética fica evidente, pois
A essa frase informa sobre os riscos de um determinado
comportamento social.
B o conteúdo da mensagem expressa a atitude do enunciador
sobre o tema.
C a construção dessa frase possibilita mais de uma interpretação.
D essa frase estabelece um diálogo direto com o leitor.
E a linguagem utilizada volta-se para si mesma.
ENEM
LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA |
M2025";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"35";"Margot Robbie foi criticada por “não ser bonita o suficiente”
para interpretar a Barbie. Recentemente, Paolla Oliveira foi
chamada de gorda. Só fico pensando o que serei eu com mais de
50 (também no peso), com a minha aparência comum. O corpo
da mulher vive um reality show permanente: é sempre vigiado
e fiscalizado, como se fosse domínio público. A mulher que não
atender aos estereótipos está sujeita a sofrer penalidades básicas,
como distúrbios, obsessões, medo do próprio corpo e, é claro, dietas
à base de rúcula. “A dieta é o sedativo político mais potente na
história das mulheres”, escreveu Naomi Wolf, em 1991. A regra é
não haver singularidade, mascarar a passagem do tempo, imobilizar
a beleza (já imaginou como isso seria enfadonho?). O mandamento
é obedecer às regras sociais do bom comportamento corporal,
“como deve ser”, não nos atos, mas na forma.
KORICH, B. S. Disponível em: www1.folha.uol.com.br.
Acesso em: 22 jan. 2024 (adaptado).
Nesse texto, para introduzir a ideia de que a fiscalização
permanente sobre o corpo afeta todas as mulheres, a autora
A faz um comentário sobre sua própria imagem.
B destaca avaliações particulares entre parênteses.
C cita um formato de programa influente no segmento da beleza.
D utiliza declaração de uma jornalista como argumento
de autoridade.
E enumera críticas à aparência de mulheres consideradas
padrões de beleza.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"36";"I: o nome do filme é roupa suja ... eu assisti na minha casa ...
com minha mãe ... tinha um ... o filme era sobre um homem que
colocaram ... trocaram as bolsas ... daí o homem levou uma bolsa
cheia de dinheiro sem ele saber que na mala dele ... pensando
que era dele mas era errada ... quando ele chegou onde ele ia
trabalhar ... tinha uma moça tentando abrir a porta pra fazer
entrevista com uns cantores lá que tinham ... daí ele perguntou
... “você tá tentando abrir a porta?”... daí ele ... “não ... não” ...
daí ele disse ... “ah ... tá ... sim” ... daí ela ... “é ... e quero fazer
uma entrevista” ... daí ele disse ... “você quer entrar ... então
pode entrar” ... daí entraram ... daí ficaram lá ... quando ela
entrou e queria fazer a entrevista um homem num deixou ... daí a
mulher pegou ... subiu onde o homem tava trabalhando ... rapaz
né ... onde ele tava trabalhando e ficou lá e dando o show ...
CUNHA, M. A. F. Corpus discurso & gramática: a língua falada e
escrita na cidade de Natal. Disponível em: https://deg.uff.br.
Acesso em: 4 dez. 2024 (adaptado).
Nesse texto, a repetição da forma “daí” revela
A a necessidade de adequação ao interlocutor.
B a origem regional do locutor.
C a escolaridade do falante.
D uma estratégia presente na linguagem oral.
E uma ênfase em determinadas partes do discurso.
M2025
| CADERNO 1 | AZUL 15";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"37";"TEXTO I
Os Doze Trabalhos de Hércules
Hércules é uma figura lendária da mitologia greco-romana. Ele é frequentemente retratado como um herói de força
sobre-humana e coragem, filho de Zeus, o rei dos deuses, e Alcmena, uma mulher mortal. O episódio mais conhecido de Hércules
é a realização dos Doze Trabalhos.
Esses trabalhos são impostos a ele como uma forma de expiação pelos crimes cometidos durante um acesso de loucura,
causado pela deusa Hera, esposa de Zeus. Os Doze Trabalhos são: matar o Leão de Nemeia; matar a Hidra de Lerna; capturar a
corça de Cerineia; capturar o javali de Erimanto; limpar os estábulos de Áugias; matar as aves do lago Estínfalo; matar o touro
de Creta; capturar os cavalos de Diomedes; roubar o cinturão de Hipólita, a rainha das Amazonas; capturar o gado de Gerião;
capturar os pomos de ouro do Jardim das Hespérides; capturar o cão de Hades, Cérbero.
HERTEL, R. Mitologia. Disponível em: https://osmelhoreslivros.com.br.
Acesso em: 4 jun. 2025 (adaptado).
TEXTO II
Os Doze Trabalhos
O que lhe faltava de estudo lhe sobrava de boa vontade e inteligência. No escritório improvisado na salinha da casa, anunciava
seus serviços de bombeiro hidráulico e eletricista. Nas horas vagas entregava panfletos e lavava carros. Quando a cidade fervia
com alguma festa, postava-se à entrada vendendo cerveja. Se fosse algum show infantil, cocadas. Aos sábados, era pedreiro e, aos
domingos, conservava um jardim de uma mansão, além de tratar da piscina e dos cachorros. Nas férias, abrigava-se na fazenda
dos donos da mansão, onde trabalhava como caseiro e motorista. Seu nome: João Antonio da Silva. Mas pode chamar de Hércules.
FERREIRA, G. V. Os doze trabalhos. Disponível em: www.minicontos.com.br.
Acesso em: 15 jul. 2015 (adaptado).
A comparação entre os textos I e II indica que o(a)
A intertextualidade com o mito apresentado no Texto I é um recurso presente no Texto II.
B narração de fatos do Texto II sintetiza os acontecimentos retratados no Texto I.
C vocabulário empregado no Texto II é ancorado em conhecimento literário.
D tema do trabalho como reparação é abordado em ambos os textos.
E marcação temporal no passado predomina em ambos os textos.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"38";"1 O mais assustador do meteoro que cruzou o céu da Sibéria e explodiu no ar como
2 várias bombas atômicas é que ele chegou sem ser anunciado. Com todas as atenções
3 voltadas para o outro asteroide, o que passou de raspão, o asteroide da Sibéria entrou pela
4 porta dos fundos sem ser detectado. A desculpa é que era pequeno demais para chamar a
5 atenção e por isso os alarmes não funcionaram. Nossa ilusão, até agora, era que qualquer
6 detrito espacial que se aproximasse de nós seria identificado e rotulado, e sua trajetória
7 calculada até o último milímetro com grande antecedência, o que nos daria tempo para
8 preparar o espírito — ou usar nossos cartões de crédito até o limite — no caso da colisão
9 com a Terra ser inevitável.
VERISSIMO, L. F. Disponível em: www.estadao.com.br. Acesso em: 1 mar. 2013.
Com base na organização coesiva desse texto, o(a)
A oração “que passou de raspão” (l. 3) refere-se ao “meteoro que cruzou o céu da Sibéria” (l. 1).
B expressão “sua trajetória” (l. 6) refere-se ao elemento textual “qualquer detrito espacial” (l. 5-6).
C palavra “isso” (l. 5) remete ao segmento textual posterior “os alarmes não funcionaram” (l. 5).
D pronome “o” em “o que nos daria tempo” (l. 7) remete a “ou usar nossos cartões de crédito” (l. 8).
E fragmento “o asteroide da Sibéria” (l. 3) introduz um elemento novo no texto.
16 
ENEM";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"39";"Do rádio ao
Desde a disseminação do rádio no Brasil, entre as décadas d
as pessoas passaram a dedicar uma parte de seu dia para escuta
de som. O radiojornalismo, por sua vez, teve seu pontapé inicial d
durante a Segunda Guerra Mundial (1939-1945).
Quando a TV surgiu, esperava-se que o rádio fosse totalmente s
não cobria todos os lugares, diferentemente do rádio. Com o sur
móveis, o rádio foi incorporado a essas novas tecnologias até o d
meio de comunicação versátil e democrático na área jornalística.
Para um pesquisador da Universidade Federal de Uberlândia
ser consumido e se reinventou com o tempo. “O podcast é uma
ALVES, A.; ALVES, C
Ao abordar a trajetória dos meios de comunicação, esse texto pro
A tecnologia digital e seus desdobramentos no desenvolvimento
B evolução da tecnologia digital com o predomínio do podcast s
C permanência do rádio e sua evolução por meio da tecnologia
D influência da televisão sobre os programas de radiojornalismo
E interferência da tecnologia digital nas interações humanas.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"40";"Desenvolvendo-se nesse meio, é natural que Celina, filha mai
desses rapazes, muito íntimos da casa e trazendo-lhe da cidade
de frutas.
As irmãs mais novas iam ao colégio; ela ficava, enchendo o te
folhetins dos jornais; e o Gilberto, que raramente saía, andava sem
de menina anêmica [...].
O Gilberto não valia nada, mas quem sabe se apareceria
dezessete anos, começava a embaraçá-la um pouco, nesse difícil
o melhor era esperar, dar tempo ao tempo... E o Gilberto e a Celin
o Coronel Juvenato, que deixara a mulher em Sobral para tratar
monopolizando, como protetor mais importante, as alegres visi
sem flores colhidas no jardim, ainda rociadas de orvalho, porque
prático, e não admitia bobagens. Por isso, todos os sábados à no
moles da face, os olhinhos vivos pestanejando:
— A senhora não se esqueça que amanhã é domingo... Leve
— Pois não, pois não, Coronel! fique descansado — respondi
caspas da gola do paletó, com a mão repolhuda.
Os outros hóspedes riam-se à socapa; e no domingo o café n
Nesse trecho, ao explorar a descrição como recurso que demarca
sugestiva do(a)
A escárnio relacionado à degradação moral dos indivíduos.
B cenário urbano marcado por condições de insalubridade.
C persistência do sentimentalismo explorado pelos folhetins.
D prática do enriquecimento ilícito visto nas grandes cidades.
E desigualdade de gênero acentuada pela baixa escolarização.
ENEM
LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA |
M2025
o podcast
de 1920 e 1930, principalmente no governo de Getúlio Vargas,
ar notícias, novelas, músicas e eventos esportivos em aparelhos
durante a Revolução Constitucionalista (1932) e se desenvolveu
substituído, porém ele se manteve em alta, pois o sinal de televisão
rgimento da internet, dos smartphones e de outros dispositivos
desenvolvimento da web rádio e do podcast, mostrando-se um
a (UFU), o rádio não se tornou obsoleto, visto que não deixou de
continuação, uma evolução natural do rádio”, opina.
C. Disponível em: https://comunica.ufu.br. Acesso em: 19 abr. 2024 (adaptado).
opõe uma reflexão sobre a
o da televisão.
sobre o rádio.
digital.
o.
is velha de D. Adozinda, tivesse seus pequenos flirts com alguns
e presentes de doces, de balas de ovo, de jornais ilustrados ou
empo com uns crochês vagarosos, costuras leves, a leitura dos
mpre ao seu lado, muito caído por esse tipo um pouco mórbido
outro, simplório e sincero como ele? E a filha, com os seus
l papel de virgem numa casa de pensão, cheia de rapazes. Ora,
na continuaram a namorar-se, ele cândido, ela dúbia; enquanto
r de uma concessão rendosa com os políticos do Rio, ia agora
itas matinais da viúva, que já lhe levava sempre o café — mas
e o cearense não dava para essas coisas de poesia. Era rápido,
oite, ele dizia a D. Adozinda com um tremor lúbrico nas banhas
e-me cedo o café, hein?... que eu tenho de ir à missa...
ia a viúva do Ferreira, muito atenciosamente, tirando-lhe umas
não faltava, bem cedinho...
DOLORES, C. A luta. Rio de Janeiro: Ímã, s.d.
a impressões e pontos de vista, o narrador cria uma ambiência
M2025
| CADERNO 1 | AZUL 17
ENEM";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
